TIPO,ESTRATO ,CONSUMO JULIO 2020,CONSUMO AGOSTO 2020.,CONSUMO SEPTIEMBRE 2020.,CONSUMO OCTUBRE 2020.,CONSUMO NOVIEM 2020.,CONSUMO DICIEMBRE 2020.,PROMEDIO
RESIDENCIAL,ESTRATO 1.0,8,8,22,8,0,20,11
RESIDENCIAL,ESTRATO 1.0,64,64,0,15,0,0,23.83333333
RESIDENCIAL,ESTRATO 1.0,21,21,55,35,0,64,32.66666667
RESIDENCIAL,ESTRATO 1.0,8,8,16,9,0,12,8.833333333
RESIDENCIAL,ESTRATO 2,15,15,36,18,0,78,27
RESIDENCIAL,ESTRATO 2,15,15,38,20,0,35,20.5
RESIDENCIAL,ESTRATO 2,3,3,5,0,0,0,1.833333333
RESIDENCIAL,ESTRATO 2,34,34,75,30,0,59,38.66666667
RESIDENCIAL,ESTRATO 2,28,28,75,18,0,28,29.5
RESIDENCIAL,ESTRATO 2,7,7,26,0,0,28,11.33333333
RESIDENCIAL,ESTRATO 2,4,4,26,3,0,24,10.16666667
RESIDENCIAL,ESTRATO 2,5,5,18,9,0,16,8.833333333
RESIDENCIAL,ESTRATO 2,42,42,63,27,0,55,38.16666667
RESIDENCIAL,ESTRATO 2,4,4,13,6,0,11,6.333333333
RESIDENCIAL,ESTRATO 1,9,9,20,10,0,16,10.66666667
RESIDENCIAL,ESTRATO 2,1,1,6,6,0,26,6.666666667
RESIDENCIAL,ESTRATO 2,16,16,41,20,0,34,21.16666667
RESIDENCIAL,ESTRATO 2,10,10,62,22,0,41,24.16666667
RESIDENCIAL,ESTRATO 2,16,16,78,34,0,63,34.5
RESIDENCIAL,ESTRATO 2,27,27,108,51,0,20,38.83333333
RESIDENCIAL,ESTRATO 2,16,16,56,29,0,54,28.5
RESIDENCIAL,ESTRATO 2,13,13,33,17,0,25,16.83333333
RESIDENCIAL,ESTRATO 2,137,137,291,118,0,289,162
RESIDENCIAL,ESTRATO 2,0,0,0,29,0,0,4.833333333
RESIDENCIAL,ESTRATO 2,41,41,76,52,0,75,47.5
RESIDENCIAL,ESTRATO 2,0,0,15,17,0,22,9
RESIDENCIAL,ESTRATO 2,22,22,58,24,0,37,27.16666667
RESIDENCIAL,ESTRATO 2,9,9,23,10,0,15,11
RESIDENCIAL,ESTRATO 2,19,19,31,20,0,34,20.5
RESIDENCIAL,ESTRATO 2,14,14,27,15,0,30,16.66666667
RESIDENCIAL,ESTRATO 2,8,8,15,8,0,16,9.166666667
RESIDENCIAL,ESTRATO 2,29,29,30,23,0,35,24.33333333
RESIDENCIAL,ESTRATO 2,20,20,66,35,0,54,32.5
RESIDENCIAL,ESTRATO 2,19,19,36,94,0,10,29.66666667
RESIDENCIAL,ESTRATO 2,6,6,73,40,0,46,28.5
RESIDENCIAL,ESTRATO 2,8,8,53,20,0,49,23
RESIDENCIAL,ESTRATO 2,0,0,36,15,0,10,10.16666667
RESIDENCIAL,ESTRATO 2,13,13,16,10,0,19,11.83333333
RESIDENCIAL,ESTRATO 2,7,7,11,4,0,14,7.166666667
RESIDENCIAL,ESTRATO 2,25,25,65,29,0,50,32.33333333
RESIDENCIAL,ESTRATO 2,29,29,87,46,0,0,31.83333333
RESIDENCIAL,ESTRATO 2,26,26,49,29,0,51,30.16666667
RESIDENCIAL,ESTRATO 2,14,14,31,14,0,27,16.66666667
RESIDENCIAL,ESTRATO 2,20,20,39,24,0,49,25.33333333
RESIDENCIAL,ESTRATO 2,8,8,7,2,0,0,4.166666667
RESIDENCIAL,ESTRATO 2,26,26,60,42,0,74,38
RESIDENCIAL,ESTRATO 2,13,13,49,24,0,46,24.16666667
RESIDENCIAL,ESTRATO 2,7,7,77,24,0,37,25.33333333
RESIDENCIAL,ESTRATO 2,13,13,32,15,0,28,16.83333333
RESIDENCIAL,ESTRATO 2,19,19,48,29,0,99,35.66666667
RESIDENCIAL,ESTRATO 2,15,15,29,14,0,26,16.5
RESIDENCIAL,ESTRATO 2,0,0,46,23,0,20,14.83333333
RESIDENCIAL,ESTRATO 2,14,14,56,21,0,45,25
RESIDENCIAL,ESTRATO 2,19,19,38,25,0,53,25.66666667
RESIDENCIAL,ESTRATO 2,98,98,0,1,0,47,40.66666667
RESIDENCIAL,ESTRATO 2,5,5,16,7,0,11,7.333333333
RESIDENCIAL,ESTRATO 2,6,6,23,21,0,10,11
RESIDENCIAL,ESTRATO 2,32,32,50,25,0,48,31.16666667
RESIDENCIAL,ESTRATO 2,0,0,70,24,0,0,15.66666667
RESIDENCIAL,ESTRATO 2,9,9,28,12,0,24,13.66666667
RESIDENCIAL,ESTRATO 2,7,7,20,7,0,3,7.333333333
RESIDENCIAL,ESTRATO 2,19,19,32,22,0,41,22.16666667
RESIDENCIAL,ESTRATO 2,12,12,31,16,0,22,15.5
RESIDENCIAL,ESTRATO 2,20,20,37,18,0,45,23.33333333
RESIDENCIAL,ESTRATO 2,32,32,74,33,0,110,46.83333333
RESIDENCIAL,ESTRATO 2,28,28,111,47,0,0,35.66666667
RESIDENCIAL,ESTRATO 2,48,48,89,40,0,73,49.66666667
RESIDENCIAL,ESTRATO 2,33,33,98,49,0,208,70.16666667
RESIDENCIAL,ESTRATO 2,0,0,93,91,0,47,38.5
RESIDENCIAL,ESTRATO 2,0,0,0,20,0,47,11.16666667
RESIDENCIAL,ESTRATO 1,5,5,14,6,0,12,7
RESIDENCIAL,ESTRATO 2,19,19,61,35,0,60,32.33333333
RESIDENCIAL,ESTRATO 2,4,4,26,17,0,30,13.5
RESIDENCIAL,ESTRATO 2,24,24,26,26,0,0,16.66666667
RESIDENCIAL,ESTRATO 2,25,25,45,41,0,103,39.83333333
RESIDENCIAL,ESTRATO 2,46,46,107,88,0,106,65.5
RESIDENCIAL,ESTRATO 2,10,10,16,10,0,26,12
RESIDENCIAL,ESTRATO 2,18,18,32,18,0,33,19.83333333
RESIDENCIAL,ESTRATO 2,4,4,2,3,0,19,5.333333333
RESIDENCIAL,ESTRATO 2,5,5,48,19,0,38,19.16666667
RESIDENCIAL,ESTRATO 2,105,105,0,1,0,58,44.83333333
RESIDENCIAL,ESTRATO 2,0,0,36,16,0,37,14.83333333
RESIDENCIAL,ESTRATO 2,8,8,23,10,0,17,11
RESIDENCIAL,ESTRATO 2,6,6,7,4,0,8,5.166666667
RESIDENCIAL,ESTRATO 2,18,18,60,27,0,56,29.83333333
RESIDENCIAL,ESTRATO 1.0,24,24,0,1,0,15,10.66666667
RESIDENCIAL,ESTRATO 1.0,35,35,121,69,0,87,57.83333333
RESIDENCIAL,ESTRATO 2,8,8,24,8,0,15,10.5
RESIDENCIAL,ESTRATO 2,18,18,56,21,0,24,22.83333333
RESIDENCIAL,ESTRATO 2,13,13,42,18,0,37,20.5
RESIDENCIAL,ESTRATO 2,24,24,0,4,0,5,9.5
RESIDENCIAL,ESTRATO 2,29,29,64,42,0,52,36
RESIDENCIAL,ESTRATO 2,20,20,46,30,0,51,27.83333333
RESIDENCIAL,ESTRATO 2,5,5,81,7,0,0,16.33333333
RESIDENCIAL,ESTRATO 1.0,23,23,77,35,0,51,34.83333333
RESIDENCIAL,ESTRATO 2,24,24,91,30,0,50,36.5
RESIDENCIAL,ESTRATO 2,0,0,28,31,0,41,16.66666667
RESIDENCIAL,ESTRATO 2,13,13,40,19,0,29,19
RESIDENCIAL,ESTRATO 2,14,14,75,29,0,49,30.16666667
RESIDENCIAL,ESTRATO 2,15,15,45,20,0,41,22.66666667
RESIDENCIAL,ESTRATO 2,39,39,87,22,0,31,36.33333333
RESIDENCIAL,ESTRATO 2,20,20,55,27,0,42,27.33333333
RESIDENCIAL,ESTRATO 2,3,3,6,0,0,1,2.166666667
RESIDENCIAL,ESTRATO 2,11,11,55,18,0,9,17.33333333
RESIDENCIAL,ESTRATO 1.0,14,14,30,15,0,35,18
RESIDENCIAL,ESTRATO 2,22,22,38,2,0,2,14.33333333
RESIDENCIAL,ESTRATO 2,10,10,24,13,0,15,12
RESIDENCIAL,ESTRATO 2,9,9,19,10,0,12,9.833333333
RESIDENCIAL,ESTRATO 2,9,9,3,14,0,16,8.5
RESIDENCIAL,ESTRATO 2,7,7,63,24,0,48,24.83333333
RESIDENCIAL,ESTRATO 2,18,18,21,13,0,65,22.5
RESIDENCIAL,ESTRATO 2,18,18,33,22,0,36,21.16666667
RESIDENCIAL,ESTRATO 1.0,12,12,16,8,0,19,11.16666667
RESIDENCIAL,ESTRATO 2,4,4,25,13,0,24,11.66666667
RESIDENCIAL,ESTRATO 2,35,35,107,81,0,106,60.66666667
RESIDENCIAL,ESTRATO 1.0,12,12,38,11,0,19,15.33333333
RESIDENCIAL,ESTRATO 1.0,31,31,59,21,0,66,34.66666667
RESIDENCIAL,ESTRATO 1.0,9,9,60,51,0,213,57
RESIDENCIAL,ESTRATO 2,8,8,24,9,0,19,11.33333333
RESIDENCIAL,ESTRATO 2,7,7,22,10,0,15,10.16666667
RESIDENCIAL,ESTRATO 2,26,26,167,74,0,255,91.33333333
RESIDENCIAL,ESTRATO 2,22,22,77,33,0,50,34
RESIDENCIAL,ESTRATO 1.0,8,8,38,22,0,37,18.83333333
RESIDENCIAL,ESTRATO 2,19,19,74,24,0,65,33.5
RESIDENCIAL,ESTRATO 2,16,16,40,17,0,28,19.5
RESIDENCIAL,ESTRATO 2,28,28,40,20,0,0,19.33333333
RESIDENCIAL,ESTRATO 2,4,4,22,6,0,23,9.833333333
RESIDENCIAL,ESTRATO 2,21,21,17,4,0,20,13.83333333
RESIDENCIAL,ESTRATO 2,16,16,40,19,0,31,20.33333333
RESIDENCIAL,ESTRATO 2,6,6,11,8,0,14,7.5
RESIDENCIAL,ESTRATO 2,4,4,13,5,0,10,6
RESIDENCIAL,ESTRATO 2,14,14,58,26,0,21,22.16666667
RESIDENCIAL,ESTRATO 2,15,15,22,3,0,33,14.66666667
RESIDENCIAL,ESTRATO 1.0,13,13,34,14,0,30,17.33333333
RESIDENCIAL,ESTRATO 2,12,12,31,17,0,27,16.5
RESIDENCIAL,ESTRATO 2,9,9,26,13,0,34,15.16666667
RESIDENCIAL,ESTRATO 2,31,31,75,18,0,164,53.16666667
RESIDENCIAL,ESTRATO 2,10,10,54,17,0,33,20.66666667
RESIDENCIAL,ESTRATO 2,10,10,33,13,0,26,15.33333333
RESIDENCIAL,ESTRATO 2,16,16,28,15,0,44,19.83333333
RESIDENCIAL,ESTRATO 1.0,0,0,0,1,0,5,1
RESIDENCIAL,ESTRATO 1.0,13,13,57,20,0,36,23.16666667
RESIDENCIAL,ESTRATO 1.0,12,12,33,18,0,44,19.83333333
RESIDENCIAL,ESTRATO 2,11,11,38,26,0,47,22.16666667
RESIDENCIAL,ESTRATO 2,15,15,35,13,0,30,18
RESIDENCIAL,ESTRATO 2,13,13,27,2,0,12,11.16666667
RESIDENCIAL,ESTRATO 2,0,0,0,0,0,0,0
RESIDENCIAL,ESTRATO 2,0,0,0,0,0,0,0
RESIDENCIAL,ESTRATO 2,6,6,35,11,0,18,12.66666667
RESIDENCIAL,ESTRATO 2,21,21,48,23,0,40,25.5
RESIDENCIAL,ESTRATO 2,5,5,11,3,0,3,4.5
RESIDENCIAL,ESTRATO 2,7,7,40,19,0,24,16.16666667
RESIDENCIAL,ESTRATO 2,1,1,0,0,0,3,0.8333333333
RESIDENCIAL,ESTRATO 2,14,14,34,15,0,23,16.66666667
RESIDENCIAL,ESTRATO 2,6,6,2,7,0,15,6
RESIDENCIAL,ESTRATO 2,38,41,41,42,36,16,35.66666667
RESIDENCIAL,ESTRATO 2,2,24,0,0,0,0,4.333333333
RESIDENCIAL,ESTRATO 2,17,19,0,40,23,24,20.5
RESIDENCIAL,ESTRATO 2,4,13,23,20,19,19,16.33333333
RESIDENCIAL,ESTRATO 2,7,7,8,5,9,6,7
RESIDENCIAL,ESTRATO 2,21,19,19,23,15,19,19.33333333
RESIDENCIAL,ESTRATO 2,10,10,8,16,12,21,12.83333333
RESIDENCIAL,ESTRATO 2,0,0,0,0,0,0,0
RESIDENCIAL,ESTRATO 2,3,4,3,5,4,5,4
RESIDENCIAL,ESTRATO 2,1,1,3,4,4,6,3.166666667
RESIDENCIAL,ESTRATO 2,19,21,24,26,18,27,22.5
RESIDENCIAL,ESTRATO 2,28,27,27,33,20,27,27
RESIDENCIAL,ESTRATO 2,7,9,24,11,12,13,12.66666667
RESIDENCIAL,ESTRATO 2,47,53,47,42,32,36,42.83333333
RESIDENCIAL,ESTRATO 2,19,18,17,17,16,20,17.83333333
RESIDENCIAL,ESTRATO 2,13,11,9,12,15,15,12.5
RESIDENCIAL,ESTRATO 2,16,16,16,18,14,19,16.5
RESIDENCIAL,ESTRATO 2,17,14,15,10,12,15,13.83333333
RESIDENCIAL,ESTRATO 2,0,18,0,0,0,0,3
RESIDENCIAL,ESTRATO 2,27,0,49,25,24,27,25.33333333
RESIDENCIAL,ESTRATO 2,86,108,139,166,78,90,111.1666667
RESIDENCIAL,ESTRATO 2,9,15,14,13,10,10,11.83333333
RESIDENCIAL,ESTRATO 2,13,16,15,14,15,1,12.33333333
RESIDENCIAL,ESTRATO 2,8,9,10,11,5,8,8.5
RESIDENCIAL,ESTRATO 2,4,17,16,20,18,22,16.16666667
RESIDENCIAL,ESTRATO 2,45,41,45,54,43,51,46.5
RESIDENCIAL,ESTRATO 2,12,12,11,12,10,15,12
RESIDENCIAL,ESTRATO 2,33,18,16,25,21,21,22.33333333
RESIDENCIAL,ESTRATO 2,6,6,6,7,6,7,6.333333333
RESIDENCIAL,ESTRATO 2,17,15,17,19,12,103,30.5
RESIDENCIAL,ESTRATO 2,0,26,45,38,38,44,31.83333333
RESIDENCIAL,ESTRATO 2,20,21,28,43,28,53,32.16666667
RESIDENCIAL,ESTRATO 1,13,13,13,12,11,14,12.66666667
RESIDENCIAL,ESTRATO 3,1,0,6,15,8,16,7.666666667
RESIDENCIAL,ESTRATO 3,17,15,15,14,10,14,14.16666667
RESIDENCIAL,ESTRATO 3,21,19,20,18,19,18,19.16666667
RESIDENCIAL,ESTRATO 3,12,8,11,20,17,7,12.5
RESIDENCIAL,ESTRATO 3,5,13,9,10,10,10,9.5
RESIDENCIAL,ESTRATO 3,23,20,19,21,19,29,21.83333333
RESIDENCIAL,ESTRATO 3,15,14,16,14,14,18,15.16666667
RESIDENCIAL,ESTRATO 1,20,15,18,18,19,16,17.66666667
RESIDENCIAL,ESTRATO 2,30,27,36,32,25,35,30.83333333
RESIDENCIAL,ESTRATO 2,38,31,25,27,25,33,29.83333333
RESIDENCIAL,ESTRATO 2,68,63,50,14,3,2,33.33333333
RESIDENCIAL,ESTRATO 2,3,2,6,35,20,43,18.16666667
RESIDENCIAL,ESTRATO 2,27,31,28,31,30,34,30.16666667
RESIDENCIAL,ESTRATO 2,22,13,20,53,36,40,30.66666667
RESIDENCIAL,ESTRATO 2,32,34,55,105,79,142,74.5
RESIDENCIAL,ESTRATO 2,509,0,491,0,475,491,327.6666667
RESIDENCIAL,ESTRATO 2,22,27,24,34,29,32,28
RESIDENCIAL,ESTRATO 4,25,25,27,15,18,20,21.66666667
RESIDENCIAL,ESTRATO 2,4,2,2,4,3,4,3.166666667
RESIDENCIAL,ESTRATO 2,21,16,17,26,21,22,20.5
RESIDENCIAL,ESTRATO 2,77,71,81,103,57,79,78
RESIDENCIAL,ESTRATO 2,0,0,0,5,0,6,1.833333333
RESIDENCIAL,ESTRATO 2,24,18,20,25,22,31,23.33333333
RESIDENCIAL,ESTRATO 2,9,9,11,72,15,12,21.33333333
RESIDENCIAL,ESTRATO 2,21,21,33,42,24,46,31.16666667
RESIDENCIAL,ESTRATO 2,2,3,2,4,2,6,3.166666667
RESIDENCIAL,ESTRATO 2,27,21,13,28,13,92,32.33333333
RESIDENCIAL,ESTRATO 2,20,105,120,83,53,80,76.83333333
RESIDENCIAL,ESTRATO 2,7,8,8,9,11,10,8.833333333
RESIDENCIAL,ESTRATO 2,17,16,17,23,19,24,19.33333333
RESIDENCIAL,ESTRATO 2,54,40,47,64,43,68,52.66666667
RESIDENCIAL,ESTRATO 2,17,16,14,19,15,22,17.16666667
RESIDENCIAL,ESTRATO 2,22,38,35,33,44,34,34.33333333
RESIDENCIAL,ESTRATO 2,1,3,1,2,2,1,1.666666667
RESIDENCIAL,ESTRATO 2,0,55,28,27,37,37,30.66666667
RESIDENCIAL,ESTRATO 2,17,17,15,18,12,21,16.66666667
RESIDENCIAL,ESTRATO 2,63,52,51,63,46,59,55.66666667
RESIDENCIAL,ESTRATO 2,4,3,0,0,0,1,1.333333333
RESIDENCIAL,ESTRATO 2,33,33,35,37,28,33,33.16666667
RESIDENCIAL,ESTRATO 2,25,23,24,24,19,22,22.83333333
RESIDENCIAL,ESTRATO 2,55,59,79,115,82,107,82.83333333
RESIDENCIAL,ESTRATO 2,20,16,13,15,9,15,14.66666667
RESIDENCIAL,ESTRATO 2,12,26,21,34,15,22,21.66666667
RESIDENCIAL,ESTRATO 2,20,9,18,28,18,13,17.66666667
RESIDENCIAL,ESTRATO 1.0,36,33,47,32,34,82,44
RESIDENCIAL,ESTRATO 2,30,28,31,26,23,28,27.66666667
RESIDENCIAL,ESTRATO 2,7,5,8,8,7,12,7.833333333
RESIDENCIAL,ESTRATO 2,7,8,8,9,9,3,7.333333333
RESIDENCIAL,ESTRATO 2,19,15,17,26,16,18,18.5
RESIDENCIAL,ESTRATO 2,7,8,15,31,16,45,20.33333333
RESIDENCIAL,ESTRATO 2,9,9,12,10,8,10,9.666666667
RESIDENCIAL,ESTRATO 2,10,9,12,10,14,14,11.5
RESIDENCIAL,ESTRATO 2,11,11,10,12,9,12,10.83333333
RESIDENCIAL,ESTRATO 2,35,24,41,41,39,24,34
RESIDENCIAL,ESTRATO 2,19,17,15,17,13,15,16
RESIDENCIAL,ESTRATO 2,12,13,15,9,6,11,11
RESIDENCIAL,ESTRATO 4,227,197,153,154,210,224,194.1666667
RESIDENCIAL,ESTRATO 3,15,15,19,21,16,25,18.5
RESIDENCIAL,ESTRATO 3,0,2,14,17,14,12,9.833333333
RESIDENCIAL,ESTRATO 2,22,21,18,25,18,15,19.83333333
RESIDENCIAL,ESTRATO 3,0,0,1,3,16,35,9.166666667
RESIDENCIAL,ESTRATO 3,7,6,6,6,10,29,10.66666667
RESIDENCIAL,ESTRATO 2,23,24,28,32,27,31,27.5
RESIDENCIAL,ESTRATO 3,27,23,34,50,0,0,22.33333333
RESIDENCIAL,ESTRATO 3,18,10,22,58,20,20,24.66666667
RESIDENCIAL,ESTRATO 3,0,0,0,1,0,4,0.8333333333
RESIDENCIAL,ESTRATO 2,81,15,12,15,21,36,30
RESIDENCIAL,ESTRATO 3,12,10,1,22,24,25,15.66666667
RESIDENCIAL,ESTRATO 3,11,4,8,10,9,11,8.833333333
RESIDENCIAL,ESTRATO 3,30,27,36,31,33,29,31
RESIDENCIAL,ESTRATO 3,7,11,7,7,8,14,9
RESIDENCIAL,ESTRATO 3,17,14,13,14,13,18,14.83333333
RESIDENCIAL,ESTRATO 3,39,30,37,34,29,43,35.33333333
RESIDENCIAL,ESTRATO 3,35,34,133,0,20,52,45.66666667
RESIDENCIAL,ESTRATO 3,19,19,22,28,19,29,22.66666667
RESIDENCIAL,ESTRATO 3,31,29,28,27,28,49,32
RESIDENCIAL,ESTRATO 2,41,30,13,14,17,24,23.16666667
RESIDENCIAL,ESTRATO 2,25,15,23,25,27,27,23.66666667
RESIDENCIAL,ESTRATO 2,27,18,45,26,25,11,25.33333333
RESIDENCIAL,ESTRATO 2,32,27,29,35,25,24,28.66666667
RESIDENCIAL,ESTRATO 2,135,146,133,172,85,71,123.6666667
RESIDENCIAL,ESTRATO 2,8,7,6,8,7,10,7.666666667
RESIDENCIAL,ESTRATO 2,33,36,33,41,31,49,37.16666667
RESIDENCIAL,ESTRATO 2,18,17,18,16,12,18,16.5
RESIDENCIAL,ESTRATO 2,7,6,7,7,8,8,7.166666667
RESIDENCIAL,ESTRATO 2,31,32,27,30,36,38,32.33333333
RESIDENCIAL,ESTRATO 2,24,25,33,0,41,0,20.5
RESIDENCIAL,ESTRATO 2,0,26,0,162,12,19,36.5
RESIDENCIAL,ESTRATO 2,22,18,20,0,71,48,29.83333333
RESIDENCIAL,ESTRATO 2,11,12,10,12,12,17,12.33333333
RESIDENCIAL,ESTRATO 2,2,1,2,3,2,2,2
RESIDENCIAL,ESTRATO 2,21,20,19,33,14,27,22.33333333
RESIDENCIAL,ESTRATO 2,16,15,0,207,20,29,47.83333333
RESIDENCIAL,ESTRATO 2,29,15,16,16,16,19,18.5
RESIDENCIAL,ESTRATO 2,18,21,22,22,17,9,18.16666667
RESIDENCIAL,ESTRATO 2,36,39,36,42,25,27,34.16666667
RESIDENCIAL,ESTRATO 2,12,13,13,18,15,15,14.33333333
RESIDENCIAL,ESTRATO 2,29,27,30,0,63,27,29.33333333
RESIDENCIAL,ESTRATO 2,19,16,15,14,73,0,22.83333333
RESIDENCIAL,ESTRATO 2,16,19,20,20,15,23,18.83333333
RESIDENCIAL,ESTRATO 2,19,18,15,16,16,20,17.33333333
RESIDENCIAL,ESTRATO 2,10,13,10,7,9,15,10.66666667
RESIDENCIAL,ESTRATO 2,10,13,11,13,9,14,11.66666667
RESIDENCIAL,ESTRATO 2,18,23,23,27,27,35,25.5
RESIDENCIAL,ESTRATO 2,15,13,10,23,18,15,15.66666667
RESIDENCIAL,ESTRATO 2,4,10,7,17,14,12,10.66666667
RESIDENCIAL,ESTRATO 2,15,12,9,17,11,9,12.16666667
RESIDENCIAL,ESTRATO 2,20,15,13,38,25,30,23.5
RESIDENCIAL,ESTRATO 3,15,19,9,14,28,15,16.66666667
RESIDENCIAL,ESTRATO 3,46,36,26,56,42,31,39.5
RESIDENCIAL,ESTRATO 3,42,31,26,49,39,37,37.33333333
RESIDENCIAL,ESTRATO 2,12,16,13,26,26,22,19.16666667
RESIDENCIAL,ESTRATO 3,9,12,18,18,14,15,14.33333333
RESIDENCIAL,ESTRATO 3,28,15,13,21,19,8,17.33333333
RESIDENCIAL,ESTRATO 3,17,28,14,41,33,39,28.66666667
RESIDENCIAL,ESTRATO 2,103,64,52,138,0,29,64.33333333
RESIDENCIAL,ESTRATO 3,12,32,12,33,36,10,22.5
RESIDENCIAL,ESTRATO 3,8,4,2,25,23,44,17.66666667
RESIDENCIAL,ESTRATO 3,8,5,7,22,21,22,14.16666667
RESIDENCIAL,ESTRATO 3,7,0,7,8,0,7,4.833333333
RESIDENCIAL,ESTRATO 4,6,10,0,311,19,73,69.83333333
RESIDENCIAL,ESTRATO 4,13,7,6,14,12,12,10.66666667
RESIDENCIAL,ESTRATO 4,36,38,30,51,35,36,37.66666667
RESIDENCIAL,ESTRATO 4,49,41,32,59,57,48,47.66666667
RESIDENCIAL,ESTRATO 3,13,0,0,0,0,0,2.166666667
RESIDENCIAL,ESTRATO 4,8,9,4,10,10,5,7.666666667
RESIDENCIAL,ESTRATO 4,0,10,3,6,11,16,7.666666667
RESIDENCIAL,ESTRATO 4,1,40,109,271,154,52,104.5
RESIDENCIAL,ESTRATO 4,2,1,1,2,1,2,1.5
RESIDENCIAL,ESTRATO 4,0,0,0,0,0,0,0
RESIDENCIAL,ESTRATO 4,21,17,13,26,26,36,23.16666667
RESIDENCIAL,ESTRATO 3,23,18,0,486,27,25,96.5
RESIDENCIAL,ESTRATO 4,28,9,10,24,9,9,14.83333333
RESIDENCIAL,ESTRATO 4,84,19,14,30,25,13,30.83333333
RESIDENCIAL,ESTRATO 3,9,12,7,13,17,13,11.83333333
RESIDENCIAL,ESTRATO 3,0,0,0,0,0,0,0
RESIDENCIAL,ESTRATO 3,7,0,0,8,26,15,9.333333333
RESIDENCIAL,ESTRATO 3,0,4,2,4,3,3,2.666666667
RESIDENCIAL,ESTRATO 4,9,10,8,23,20,18,14.66666667
RESIDENCIAL,ESTRATO 3,25,16,12,22,23,22,20
RESIDENCIAL,ESTRATO 4,1,0,1,1,1,1,0.8333333333
RESIDENCIAL,ESTRATO 3,5,5,4,7,9,18,8
RESIDENCIAL,ESTRATO 3,0,0,36,36,33,31,22.66666667
RESIDENCIAL,ESTRATO 4,73,47,45,61,207,142,95.83333333
RESIDENCIAL,ESTRATO 3,20,14,11,20,31,28,20.66666667
RESIDENCIAL,ESTRATO 3,7,6,5,10,8,6,7
RESIDENCIAL,ESTRATO 3,8,15,10,33,19,20,17.5
RESIDENCIAL,ESTRATO 3,9,23,17,6,12,6,12.16666667
RESIDENCIAL,ESTRATO 3,20,21,14,28,24,17,20.66666667
RESIDENCIAL,ESTRATO 3,2,5,3,5,2,3,3.333333333
RESIDENCIAL,ESTRATO 2,10,18,11,25,22,12,16.33333333
RESIDENCIAL,ESTRATO 2,4,16,10,24,7,9,11.66666667
RESIDENCIAL,ESTRATO 2,1,6,5,175,98,18,50.5
RESIDENCIAL,ESTRATO 2,29,24,17,39,26,24,26.5
RESIDENCIAL,ESTRATO 2,27,28,27,37,37,28,30.66666667
RESIDENCIAL,ESTRATO 2,54,12,13,18,15,8,20
RESIDENCIAL,ESTRATO 2,27,29,20,37,28,20,26.83333333
RESIDENCIAL,ESTRATO 2,5,7,12,37,37,33,21.83333333
RESIDENCIAL,ESTRATO 2,38,36,18,36,22,42,32
RESIDENCIAL,ESTRATO 2,27,22,18,32,28,35,27
RESIDENCIAL,ESTRATO 2,40,38,30,54,51,44,42.83333333
RESIDENCIAL,ESTRATO 2,4,8,6,13,11,12,9
RESIDENCIAL,ESTRATO 2,61,29,21,48,18,52,38.16666667
RESIDENCIAL,ESTRATO 2,50,47,11,42,30,50,38.33333333
RESIDENCIAL,ESTRATO 2,13,8,7,13,11,11,10.5
RESIDENCIAL,ESTRATO 3,70,65,52,112,71,49,69.83333333
RESIDENCIAL,ESTRATO 2,32,27,19,44,24,23,28.16666667
RESIDENCIAL,ESTRATO 2,17,22,11,19,26,19,19
RESIDENCIAL,ESTRATO 2,48,35,24,49,43,43,40.33333333
RESIDENCIAL,ESTRATO 3,7,14,10,17,13,10,11.83333333
RESIDENCIAL,ESTRATO 3,15,36,31,73,30,52,39.5
RESIDENCIAL,ESTRATO 3,4,10,10,16,17,12,11.5
RESIDENCIAL,ESTRATO 3,2,5,3,4,4,3,3.5
RESIDENCIAL,ESTRATO 3,3,6,5,10,11,7,7
RESIDENCIAL,ESTRATO 4,2,13,7,12,19,11,10.66666667
RESIDENCIAL,ESTRATO 4,26,21,20,182,73,200,87
RESIDENCIAL,ESTRATO 3,25,4,34,32,46,26,27.83333333
RESIDENCIAL,ESTRATO 3,13,14,11,21,15,11,14.16666667
RESIDENCIAL,ESTRATO 2,1,0,0,3,0,1,0.8333333333
RESIDENCIAL,ESTRATO 2,34,34,29,42,55,30,37.33333333
RESIDENCIAL,ESTRATO 2,8,3,2,5,1,7,4.333333333
RESIDENCIAL,ESTRATO 2,3,9,8,17,15,14,11
RESIDENCIAL,ESTRATO 2,3,3,0,3,2,5,2.666666667
RESIDENCIAL,ESTRATO 2,12,12,10,19,13,10,12.66666667
RESIDENCIAL,ESTRATO 2,0,0,0,2,4,7,2.166666667
RESIDENCIAL,ESTRATO 2,14,22,22,73,44,45,36.66666667
RESIDENCIAL,ESTRATO 2,130,0,0,1,0,0,21.83333333
RESIDENCIAL,ESTRATO 2,14,28,22,56,41,38,33.16666667
RESIDENCIAL,ESTRATO 2,0,0,0,17,11,8,6
RESIDENCIAL,ESTRATO 2,5,3,1,12,13,17,8.5
RESIDENCIAL,ESTRATO 2,5,12,2,14,18,17,11.33333333
RESIDENCIAL,ESTRATO 3,1,7,15,22,14,13,12
RESIDENCIAL,ESTRATO 3,1,16,40,8,3,0,11.33333333
RESIDENCIAL,ESTRATO 2,6,10,14,15,13,13,11.83333333
RESIDENCIAL,ESTRATO 3,129,18,15,49,29,45,47.5
